,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
474,candidiasis,white_coating,moist_skin,yeast_infection,fissures
475,candidiasis,redness,fissures,discomfort,fungal_growth
476,candidiasis,white_coating,redness,swelling,fungal_growth
477,candidiasis,white_coating,itching,redness,swelling
478,candidiasis,yeast_infection,discomfort,swelling,fungal_growth
479,candidiasis,white_coating,itching,moist_skin,rash
480,candidiasis,itching,fissures,swelling,fungal_growth
481,candidiasis,moist_skin,rash,yeast_infection,fissures
482,candidiasis,white_coating,redness,yeast_infection,swelling
483,candidiasis,itching,yeast_infection,discomfort,fungal_growth
484,candidiasis,moist_skin,rash,discomfort,fungal_growth
485,candidiasis,white_coating,rash,fissures,discomfort
486,candidiasis,rash,yeast_infection,discomfort,swelling
487,candidiasis,white_coating,itching,yeast_infection,fissures
488,candidiasis,redness,moist_skin,yeast_infection,swelling
489,candidiasis,white_coating,fissures,discomfort,fungal_growth
490,candidiasis,white_coating,moist_skin,fissures,fungal_growth
491,candidiasis,white_coating,itching,swelling,fungal_growth
492,candidiasis,white_coating,redness,yeast_infection,fungal_growth
493,candidiasis,yeast_infection,fissures,swelling,fungal_growth
494,candidiasis,itching,yeast_infection,fissures,discomfort
495,candidiasis,itching,redness,discomfort,fungal_growth
496,candidiasis,redness,fissures,swelling,fungal_growth
497,candidiasis,white_coating,rash,fissures,fungal_growth
498,candidiasis,white_coating,rash,yeast_infection,fissures
499,candidiasis,white_coating,moist_skin,rash,fissures
500,candidiasis,moist_skin,yeast_infection,fissures,swelling
501,candidiasis,itching,redness,fissures,swelling
502,candidiasis,itching,redness,moist_skin,discomfort
503,candidiasis,redness,discomfort,swelling,fungal_growth
504,candidiasis,white_coating,fissures,swelling,fungal_growth
505,candidiasis,redness,rash,discomfort,fungal_growth
506,candidiasis,white_coating,itching,moist_skin,yeast_infection
507,candidiasis,white_coating,redness,discomfort,fungal_growth
508,candidiasis,itching,redness,rash,yeast_infection
509,candidiasis,itching,rash,swelling,fungal_growth
510,candidiasis,redness,yeast_infection,fissures,fungal_growth
511,candidiasis,moist_skin,fissures,swelling,fungal_growth
512,candidiasis,redness,moist_skin,discomfort,swelling
513,candidiasis,moist_skin,rash,yeast_infection,fungal_growth
514,candidiasis,white_coating,itching,yeast_infection,discomfort
515,candidiasis,itching,moist_skin,yeast_infection,discomfort
516,candidiasis,itching,rash,yeast_infection,fissures
517,candidiasis,white_coating,rash,discomfort,swelling
518,candidiasis,itching,moist_skin,discomfort,swelling
519,candidiasis,rash,yeast_infection,swelling,fungal_growth
520,candidiasis,redness,moist_skin,fissures,swelling
521,candidiasis,redness,rash,fissures,swelling
522,candidiasis,redness,rash,yeast_infection,fungal_growth
523,candidiasis,white_coating,moist_skin,discomfort,fungal_growth
524,candidiasis,redness,moist_skin,swelling,fungal_growth
525,candidiasis,itching,moist_skin,fissures,fungal_growth
526,candidiasis,white_coating,itching,moist_skin,fungal_growth
527,candidiasis,white_coating,rash,yeast_infection,swelling
528,candidiasis,white_coating,itching,fissures,fungal_growth
529,candidiasis,white_coating,moist_skin,yeast_infection,discomfort
530,candidiasis,moist_skin,rash,discomfort,swelling
531,candidiasis,moist_skin,rash,fissures,discomfort
532,candidiasis,white_coating,rash,discomfort,fungal_growth
533,candidiasis,white_coating,redness,moist_skin,fissures
534,candidiasis,rash,fissures,discomfort,fungal_growth
535,candidiasis,itching,redness,fissures,discomfort
536,candidiasis,itching,rash,fissures,fungal_growth
537,candidiasis,moist_skin,rash,yeast_infection,discomfort
538,candidiasis,redness,moist_skin,discomfort,fungal_growth
539,candidiasis,itching,redness,rash,swelling
540,candidiasis,white_coating,redness,fissures,swelling
541,candidiasis,white_coating,moist_skin,yeast_infection,swelling
542,candidiasis,white_coating,redness,yeast_infection,fissures
543,candidiasis,itching,rash,fissures,swelling
544,candidiasis,white_coating,redness,moist_skin,swelling
545,candidiasis,white_coating,moist_skin,yeast_infection,fungal_growth
546,candidiasis,white_coating,itching,rash,fissures
547,candidiasis,itching,discomfort,swelling,fungal_growth
548,candidiasis,redness,moist_skin,rash,discomfort
549,candidiasis,white_coating,rash,yeast_infection,fungal_growth
550,candidiasis,itching,moist_skin,rash,fissures
551,candidiasis,white_coating,itching,yeast_infection,fungal_growth
552,candidiasis,itching,moist_skin,fissures,discomfort
553,candidiasis,itching,redness,rash,fissures
554,candidiasis,moist_skin,rash,swelling,fungal_growth
555,candidiasis,white_coating,yeast_infection,fissures,swelling
556,candidiasis,itching,rash,discomfort,fungal_growth
557,candidiasis,yeast_infection,fissures,discomfort,swelling
558,candidiasis,white_coating,moist_skin,fissures,discomfort
559,candidiasis,itching,redness,rash,discomfort
560,candidiasis,white_coating,redness,fissures,discomfort
561,candidiasis,white_coating,redness,rash,fungal_growth
562,candidiasis,redness,rash,yeast_infection,swelling
563,candidiasis,rash,discomfort,swelling,fungal_growth
564,candidiasis,itching,redness,yeast_infection,fungal_growth
565,candidiasis,redness,yeast_infection,discomfort,fungal_growth
566,candidiasis,white_coating,itching,moist_skin,fissures
567,candidiasis,white_coating,itching,redness,rash
568,candidiasis,itching,moist_skin,rash,fungal_growth
569,candidiasis,moist_skin,rash,fissures,fungal_growth
570,candidiasis,itching,redness,fissures,fungal_growth
571,candidiasis,itching,redness,yeast_infection,discomfort
572,candidiasis,white_coating,itching,redness,fungal_growth
573,candidiasis,white_coating,itching,redness,fissures
574,candidiasis,itching,moist_skin,discomfort,fungal_growth
575,candidiasis,white_coating,yeast_infection,swelling,fungal_growth
576,candidiasis,white_coating,redness,rash,fissures
577,candidiasis,moist_skin,yeast_infection,swelling,fungal_growth
578,candidiasis,rash,fissures,discomfort,swelling
579,candidiasis,white_coating,moist_skin,fissures,swelling
580,candidiasis,redness,rash,swelling,fungal_growth
581,candidiasis,redness,yeast_infection,fissures,discomfort
582,candidiasis,itching,yeast_infection,discomfort,swelling
583,candidiasis,moist_skin,rash,yeast_infection,swelling
584,candidiasis,itching,moist_skin,rash,swelling
585,candidiasis,white_coating,redness,rash,discomfort
586,candidiasis,white_coating,moist_skin,rash,yeast_infection
587,candidiasis,white_coating,moist_skin,rash,swelling
588,candidiasis,yeast_infection,fissures,discomfort,fungal_growth
589,candidiasis,rash,yeast_infection,fissures,swelling
590,candidiasis,white_coating,itching,fissures,swelling
591,candidiasis,white_coating,redness,moist_skin,fungal_growth
592,candidiasis,moist_skin,yeast_infection,discomfort,fungal_growth
593,candidiasis,itching,yeast_infection,swelling,fungal_growth
594,candidiasis,white_coating,itching,fissures,discomfort
595,candidiasis,white_coating,moist_skin,rash,fungal_growth
596,candidiasis,white_coating,yeast_infection,discomfort,fungal_growth
597,candidiasis,white_coating,yeast_infection,discomfort,swelling
598,candidiasis,itching,yeast_infection,fissures,swelling
599,candidiasis,white_coating,redness,yeast_infection,discomfort
600,candidiasis,redness,moist_skin,yeast_infection,fissures
601,candidiasis,itching,redness,moist_skin,swelling
602,candidiasis,white_coating,redness,rash,swelling
603,drug_eruption,itching,blisters,maculopapular_rash,discoloration
604,drug_eruption,red_spots,blisters,maculopapular_rash,skin_peeling
605,drug_eruption,itching,hives,blisters,maculopapular_rash
606,drug_eruption,rash,red_spots,itching,maculopapular_rash
607,drug_eruption,rash,red_spots,swelling,skin_peeling
608,drug_eruption,red_spots,hives,maculopapular_rash,discoloration
609,drug_eruption,rash,swelling,hives,skin_peeling
610,drug_eruption,itching,swelling,blisters,skin_peeling
611,drug_eruption,red_spots,itching,maculopapular_rash,discoloration
612,drug_eruption,rash,itching,swelling,discoloration
613,drug_eruption,rash,itching,blisters,maculopapular_rash
614,drug_eruption,itching,hives,blisters,discoloration
615,drug_eruption,rash,hives,discoloration,skin_peeling
616,drug_eruption,itching,swelling,maculopapular_rash,discoloration
617,drug_eruption,rash,swelling,blisters,maculopapular_rash
618,drug_eruption,red_spots,itching,discoloration,skin_peeling
619,drug_eruption,rash,red_spots,swelling,maculopapular_rash
620,drug_eruption,rash,blisters,discoloration,skin_peeling
621,drug_eruption,rash,red_spots,blisters,skin_peeling
622,drug_eruption,itching,hives,maculopapular_rash,discoloration
623,drug_eruption,red_spots,hives,maculopapular_rash,skin_peeling
624,drug_eruption,red_spots,hives,blisters,skin_peeling
625,drug_eruption,red_spots,itching,swelling,blisters
626,drug_eruption,rash,itching,discoloration,skin_peeling
627,drug_eruption,rash,red_spots,hives,maculopapular_rash
628,drug_eruption,red_spots,itching,blisters,skin_peeling
629,drug_eruption,red_spots,swelling,blisters,skin_peeling
630,drug_eruption,swelling,hives,blisters,maculopapular_rash
631,drug_eruption,rash,hives,blisters,discoloration
632,drug_eruption,swelling,blisters,maculopapular_rash,discoloration
633,drug_eruption,itching,swelling,blisters,maculopapular_rash
634,drug_eruption,red_spots,swelling,hives,blisters
635,drug_eruption,red_spots,itching,hives,discoloration
636,drug_eruption,rash,red_spots,hives,skin_peeling
637,drug_eruption,rash,red_spots,itching,blisters
638,drug_eruption,swelling,hives,blisters,discoloration
639,drug_eruption,red_spots,swelling,maculopapular_rash,skin_peeling
640,drug_eruption,rash,red_spots,hives,blisters
641,drug_eruption,rash,itching,blisters,discoloration
642,drug_eruption,swelling,blisters,maculopapular_rash,skin_peeling
643,drug_eruption,rash,red_spots,swelling,hives
644,drug_eruption,itching,swelling,hives,blisters
645,drug_eruption,rash,swelling,hives,maculopapular_rash
646,drug_eruption,red_spots,itching,swelling,skin_peeling
647,drug_eruption,rash,swelling,maculopapular_rash,discoloration
648,drug_eruption,rash,red_spots,discoloration,skin_peeling
649,drug_eruption,itching,swelling,hives,skin_peeling
650,drug_eruption,rash,hives,maculopapular_rash,discoloration
651,drug_eruption,swelling,maculopapular_rash,discoloration,skin_peeling
652,drug_eruption,red_spots,swelling,discoloration,skin_peeling
653,drug_eruption,rash,red_spots,maculopapular_rash,skin_peeling
654,drug_eruption,red_spots,swelling,hives,skin_peeling
655,drug_eruption,swelling,hives,discoloration,skin_peeling
656,drug_eruption,rash,red_spots,maculopapular_rash,discoloration
657,drug_eruption,red_spots,hives,blisters,discoloration
658,drug_eruption,rash,red_spots,blisters,discoloration
659,drug_eruption,rash,blisters,maculopapular_rash,discoloration
660,drug_eruption,red_spots,itching,hives,maculopapular_rash
661,drug_eruption,rash,swelling,blisters,skin_peeling
662,drug_eruption,red_spots,itching,blisters,discoloration
663,drug_eruption,itching,maculopapular_rash,discoloration,skin_peeling
664,drug_eruption,swelling,blisters,discoloration,skin_peeling
665,drug_eruption,hives,maculopapular_rash,discoloration,skin_peeling
666,drug_eruption,red_spots,blisters,discoloration,skin_peeling
667,drug_eruption,rash,red_spots,swelling,discoloration
668,drug_eruption,itching,hives,maculopapular_rash,skin_peeling
669,drug_eruption,itching,hives,discoloration,skin_peeling
670,drug_eruption,rash,itching,hives,blisters
671,drug_eruption,rash,red_spots,itching,skin_peeling
672,drug_eruption,rash,blisters,maculopapular_rash,skin_peeling
673,drug_eruption,itching,swelling,hives,discoloration
674,drug_eruption,red_spots,swelling,blisters,discoloration
675,drug_eruption,blisters,maculopapular_rash,discoloration,skin_peeling
676,drug_eruption,red_spots,swelling,maculopapular_rash,discoloration
677,drug_eruption,swelling,hives,blisters,skin_peeling
678,drug_eruption,rash,red_spots,itching,swelling
679,drug_eruption,itching,hives,blisters,skin_peeling
680,drug_eruption,red_spots,hives,discoloration,skin_peeling
681,drug_eruption,red_spots,itching,hives,blisters
682,drug_eruption,red_spots,itching,swelling,maculopapular_rash
683,drug_eruption,itching,swelling,maculopapular_rash,skin_peeling
684,drug_eruption,red_spots,blisters,maculopapular_rash,discoloration
685,drug_eruption,hives,blisters,maculopapular_rash,skin_peeling
686,drug_eruption,red_spots,itching,blisters,maculopapular_rash
687,drug_eruption,red_spots,swelling,hives,discoloration
688,drug_eruption,rash,itching,maculopapular_rash,discoloration
689,drug_eruption,red_spots,swelling,blisters,maculopapular_rash
690,drug_eruption,rash,itching,swelling,hives
691,drug_eruption,rash,swelling,maculopapular_rash,skin_peeling
692,drug_eruption,itching,swelling,discoloration,skin_peeling
693,drug_eruption,rash,itching,hives,skin_peeling
694,drug_eruption,rash,itching,swelling,skin_peeling
695,drug_eruption,red_spots,swelling,hives,maculopapular_rash
696,drug_eruption,rash,itching,swelling,maculopapular_rash
697,drug_eruption,rash,itching,hives,discoloration
698,drug_eruption,rash,itching,hives,maculopapular_rash
699,drug_eruption,rash,swelling,hives,blisters
700,drug_eruption,hives,blisters,maculopapular_rash,discoloration
701,drug_eruption,rash,itching,maculopapular_rash,skin_peeling
702,drug_eruption,rash,red_spots,blisters,maculopapular_rash
703,drug_eruption,rash,hives,blisters,skin_peeling
704,drug_eruption,rash,red_spots,swelling,blisters
705,drug_eruption,hives,blisters,discoloration,skin_peeling
706,drug_eruption,rash,swelling,hives,discoloration
707,drug_eruption,red_spots,hives,blisters,maculopapular_rash
708,drug_eruption,red_spots,maculopapular_rash,discoloration,skin_peeling
709,drug_eruption,red_spots,itching,swelling,hives
710,drug_eruption,rash,hives,maculopapular_rash,skin_peeling
711,drug_eruption,rash,itching,swelling,blisters
712,drug_eruption,red_spots,itching,hives,skin_peeling
713,drug_eruption,rash,hives,blisters,maculopapular_rash
714,drug_eruption,swelling,hives,maculopapular_rash,discoloration
715,drug_eruption,itching,swelling,blisters,discoloration
716,drug_eruption,rash,itching,blisters,skin_peeling
717,drug_eruption,swelling,hives,maculopapular_rash,skin_peeling
718,drug_eruption,red_spots,itching,swelling,discoloration
719,drug_eruption,rash,swelling,blisters,discoloration
720,drug_eruption,itching,blisters,maculopapular_rash,skin_peeling
721,drug_eruption,red_spots,itching,maculopapular_rash,skin_peeling
722,drug_eruption,rash,red_spots,itching,hives
723,drug_eruption,itching,swelling,hives,maculopapular_rash
724,drug_eruption,rash,maculopapular_rash,discoloration,skin_peeling
725,drug_eruption,rash,red_spots,hives,discoloration
726,drug_eruption,rash,red_spots,itching,discoloration
727,drug_eruption,itching,blisters,discoloration,skin_peeling
728,drug_eruption,rash,swelling,discoloration,skin_peeling
729,eczema,itching,red_patches,cracked_skin,oozing
730,eczema,dry_skin,scaling,inflammation,thickened_skin
731,eczema,red_patches,inflammation,cracked_skin,oozing
732,eczema,itching,scaling,blisters,thickened_skin
733,eczema,red_patches,inflammation,cracked_skin,blisters
734,eczema,dry_skin,scaling,cracked_skin,oozing
735,eczema,scaling,inflammation,oozing,thickened_skin
736,eczema,scaling,cracked_skin,blisters,thickened_skin
737,eczema,dry_skin,blisters,oozing,thickened_skin
738,eczema,itching,inflammation,blisters,thickened_skin
739,eczema,dry_skin,scaling,blisters,thickened_skin
740,eczema,itching,cracked_skin,oozing,thickened_skin
741,eczema,itching,red_patches,inflammation,cracked_skin
742,eczema,itching,red_patches,blisters,oozing
743,eczema,dry_skin,itching,oozing,thickened_skin
744,eczema,itching,red_patches,scaling,blisters
745,eczema,itching,inflammation,cracked_skin,oozing
746,eczema,itching,scaling,cracked_skin,oozing
747,eczema,scaling,inflammation,cracked_skin,blisters
748,eczema,red_patches,scaling,inflammation,blisters
749,eczema,scaling,cracked_skin,blisters,oozing
750,eczema,dry_skin,inflammation,cracked_skin,thickened_skin
751,eczema,red_patches,scaling,blisters,oozing
752,eczema,dry_skin,cracked_skin,blisters,thickened_skin
753,eczema,dry_skin,itching,cracked_skin,oozing
754,eczema,itching,inflammation,blisters,oozing
755,eczema,dry_skin,itching,red_patches,inflammation
756,eczema,itching,red_patches,cracked_skin,thickened_skin
757,eczema,dry_skin,red_patches,blisters,thickened_skin
758,eczema,dry_skin,scaling,blisters,oozing
759,eczema,dry_skin,red_patches,inflammation,oozing
760,eczema,dry_skin,itching,red_patches,oozing
761,eczema,scaling,inflammation,blisters,oozing
762,eczema,dry_skin,red_patches,oozing,thickened_skin
763,eczema,dry_skin,red_patches,cracked_skin,thickened_skin
764,eczema,dry_skin,scaling,inflammation,blisters
765,eczema,dry_skin,itching,scaling,cracked_skin
766,eczema,dry_skin,itching,inflammation,thickened_skin
